HOUR,MIN,SEC,GDLAT,GLON,TEC,DTEC
0,2,30,-86,-107,1.45E+01,1.31E+00
0,2,30,-86,-101,1.55E+01,1.31E+00
0,2,30,-86,-98,1.65E+01,1.31E+00
0,2,30,-86,-97,1.64E+01,1.31E+00
0,2,30,-86,-81,1.42E+01,1.33E+00
0,2,30,-86,-80,1.41E+01,1.31E+00
0,2,30,-86,-79,1.42E+01,1.32E+00
0,2,30,-86,-78,1.43E+01,1.32E+00
0,2,30,-86,-77,1.42E+01,1.33E+00
0,2,30,-86,-73,1.44E+01,1.36E+00
0,2,30,-86,-72,1.42E+01,1.33E+00
0,2,30,-86,-71,1.43E+01,1.36E+00
0,2,30,-86,-70,1.43E+01,1.33E+00
0,2,30,-86,-69,1.44E+01,1.33E+00
0,2,30,-86,-68,1.45E+01,1.33E+00
0,2,30,-86,-67,1.45E+01,1.37E+00
0,2,30,-86,-65,1.55E+01,1.31E+00
0,2,30,-86,-64,1.56E+01,1.31E+00
0,2,30,-86,-57,1.53E+01,1.33E+00
0,2,30,-86,-56,1.55E+01,1.32E+00
0,2,30,-86,-55,1.55E+01,1.34E+00
0,2,30,-86,-33,1.73E+01,1.30E+00
0,2,30,-86,-32,1.74E+01,1.30E+00
0,2,30,-86,-29,1.54E+01,1.37E+00
0,2,30,-86,-28,1.54E+01,1.37E+00
0,2,30,-86,-27,1.54E+01,1.37E+00
0,2,30,-86,-26,1.54E+01,1.33E+00
0,2,30,-86,-25,1.56E+01,1.36E+00
0,2,30,-86,-24,1.55E+01,1.36E+00
0,2,30,-86,-18,1.57E+01,1.36E+00
0,2,30,-86,-17,1.83E+01,1.34E+00
0,2,30,-86,4,1.65E+01,1.37E+00
0,2,30,-86,5,1.65E+01,1.37E+00
0,2,30,-86,6,1.65E+01,1.43E+00
0,2,30,-86,7,1.65E+01,1.37E+00
0,2,30,-86,8,1.65E+01,1.36E+00
0,2,30,-86,9,1.64E+01,1.42E+00
0,2,30,-86,10,1.64E+01,1.42E+00
0,2,30,-86,21,1.68E+01,1.32E+00
0,2,30,-86,22,1.68E+01,1.32E+00
0,2,30,-86,23,1.67E+01,1.31E+00
0,2,30,-86,24,1.66E+01,1.31E+00
0,2,30,-86,25,1.65E+01,1.31E+00
0,2,30,-86,26,1.75E+01,9.39E-01
0,2,30,-86,27,1.75E+01,9.43E-01
0,2,30,-86,104,1.59E+01,1.34E+00
0,2,30,-86,105,1.60E+01,1.33E+00
0,2,30,-86,122,1.74E+01,1.37E+00
0,2,30,-86,123,2.01E+01,2.17E+00
0,2,30,-86,133,2.18E+01,5.97E+00
0,2,30,-86,146,1.87E+01,1.33E+00
0,2,30,-86,147,1.88E+01,3.70E+00
0,2,30,-86,156,1.84E+01,2.29E+00
0,2,30,-86,157,1.82E+01,2.29E+00
0,2,30,-86,158,1.79E+01,2.18E+00
0,2,30,-86,160,1.38E+01,1.30E+00
0,2,30,-86,166,2.17E+01,1.62E+00
0,2,30,-86,167,2.20E+01,1.62E+00
0,2,30,-86,168,2.22E+01,1.47E+00
0,2,30,-86,169,2.21E+01,1.63E+00
0,2,30,-86,170,2.20E+01,1.63E+00
0,2,30,-86,171,1.55E+01,4.74E-01
0,2,30,-86,172,2.20E+01,1.64E+00
0,2,30,-86,173,2.22E+01,1.65E+00
0,2,30,-86,174,2.24E+01,1.49E+00
0,2,30,-86,178,1.51E+01,1.31E+00
0,2,30,-86,179,1.46E+01,1.31E+00
0,2,30,-85,-127,1.57E+01,1.62E+00
0,2,30,-85,-126,1.64E+01,9.71E-01
0,2,30,-85,-125,1.62E+01,9.66E-01
0,2,30,-85,-124,1.59E+01,9.97E-01
0,2,30,-85,-123,1.54E+01,1.65E+00
0,2,30,-85,-114,1.75E+01,1.35E+00
0,2,30,-85,-113,1.76E+01,1.33E+00
0,2,30,-85,-110,1.78E+01,1.30E+00
0,2,30,-85,-102,1.68E+01,1.32E+00
0,2,30,-85,-101,1.69E+01,1.31E+00
0,2,30,-85,-99,1.88E+01,1.31E+00
0,2,30,-85,-98,1.65E+01,1.33E+00
0,2,30,-85,-89,1.68E+01,1.30E+00
0,2,30,-85,-88,1.64E+01,1.30E+00
0,2,30,-85,-87,1.68E+01,1.31E+00
0,2,30,-85,-86,1.78E+01,1.31E+00
0,2,30,-85,-82,1.40E+01,1.31E+00
0,2,30,-85,-81,1.57E+01,9.28E-01
0,2,30,-85,-80,1.77E+01,1.31E+00
0,2,30,-85,-79,1.86E+01,1.31E+00
0,2,30,-85,-77,1.53E+01,1.39E+00
0,2,30,-85,-69,1.24E+01,1.37E+00
0,2,30,-85,-68,1.24E+01,1.37E+00
0,2,30,-85,-64,1.56E+01,1.34E+00
0,2,30,-85,-63,1.53E+01,1.22E+00
0,2,30,-85,-62,1.40E+01,3.19E+00
0,2,30,-85,-61,1.39E+01,3.18E+00
0,2,30,-85,-48,1.63E+01,1.39E+00
0,2,30,-85,-47,1.63E+01,1.47E+00
0,2,30,-85,-46,1.62E+01,1.39E+00
0,2,30,-85,-45,1.61E+01,1.47E+00
0,2,30,-85,-44,1.60E+01,1.39E+00
0,2,30,-85,-43,1.60E+01,1.46E+00
0,2,30,-85,-42,1.59E+01,1.46E+00
0,2,30,-85,-41,1.70E+01,9.74E-01
0,2,30,-85,-40,1.81E+01,1.31E+00
0,2,30,-85,-31,1.54E+01,1.34E+00
0,2,30,-85,-30,1.54E+01,1.37E+00
0,2,30,-85,-29,1.54E+01,1.37E+00
0,2,30,-85,-22,1.85E+01,1.30E+00
0,2,30,-85,-21,1.94E+01,1.30E+00
0,2,30,-85,1,1.89E+01,1.32E+00
0,2,30,-85,2,1.87E+01,1.31E+00
0,2,30,-85,65,1.79E+01,1.35E+00
0,2,30,-85,66,1.81E+01,1.33E+00
0,2,30,-85,100,1.70E+01,3.66E+00
0,2,30,-85,101,1.71E+01,2.74E+00
0,2,30,-85,102,1.73E+01,3.62E+00
0,2,30,-85,103,2.28E+01,6.86E+00
0,2,30,-85,104,2.35E+01,6.84E+00
0,2,30,-85,105,1.60E+01,2.20E+00
0,2,30,-85,120,1.79E+01,1.39E+00
0,2,30,-85,121,1.62E+01,9.60E-01
0,2,30,-85,122,1.62E+01,1.34E+00
0,2,30,-85,135,2.12E+01,1.35E+00
0,2,30,-85,136,1.87E+01,3.97E+00
0,2,30,-85,138,2.17E+01,3.78E+00
0,2,30,-85,139,2.03E+01,3.45E+00
0,2,30,-85,140,1.86E+01,1.66E+00
0,2,30,-85,141,1.88E+01,1.50E+00
0,2,30,-85,145,1.82E+01,1.37E+00
0,2,30,-85,146,1.84E+01,1.32E+00
0,2,30,-85,150,2.22E+01,1.38E+00
0,2,30,-85,152,2.03E+01,3.59E+00
0,2,30,-85,153,2.03E+01,3.60E+00
0,2,30,-85,154,2.03E+01,3.61E+00
0,2,30,-85,155,1.93E+01,1.41E+00
0,2,30,-85,156,1.68E+01,9.42E-01
0,2,30,-85,157,1.65E+01,9.62E-01
0,2,30,-85,158,1.23E+01,1.38E+00
0,2,30,-85,160,1.38E+01,1.30E+00
0,2,30,-85,161,1.30E+01,9.33E-01
0,2,30,-85,162,1.40E+01,7.54E-01
0,2,30,-85,163,1.39E+01,7.65E-01
0,2,30,-85,168,1.77E+01,4.89E+00
0,2,30,-85,169,1.45E+01,4.90E-01
0,2,30,-85,170,1.47E+01,4.60E-01
0,2,30,-85,171,1.50E+01,5.37E-01
0,2,30,-85,172,1.71E+01,9.64E-01
0,2,30,-85,173,1.87E+01,1.32E+00
0,2,30,-85,174,1.91E+01,1.33E+00
0,2,30,-85,175,1.94E+01,1.33E+00
0,2,30,-85,176,1.92E+01,1.32E+00
0,2,30,-85,177,1.92E+01,1.34E+00
0,2,30,-85,178,1.92E+01,1.34E+00
0,2,30,-85,179,1.65E+01,1.07E+00
0,2,30,-84,-178,1.46E+01,1.31E+00
0,2,30,-84,-177,2.64E+01,5.69E+00
0,2,30,-84,-176,1.65E+01,2.48E+00
0,2,30,-84,-175,1.65E+01,3.28E+00
0,2,30,-84,-174,1.66E+01,3.29E+00
0,2,30,-84,-173,1.67E+01,3.30E+00
0,2,30,-84,-141,1.77E+01,4.07E+00
0,2,30,-84,-140,1.77E+01,4.09E+00
0,2,30,-84,-139,1.60E+01,1.25E+00
0,2,30,-84,-138,1.60E+01,1.31E+00
0,2,30,-84,-137,1.59E+01,1.34E+00
0,2,30,-84,-135,1.69E+01,1.31E+00
0,2,30,-84,-134,1.66E+01,1.31E+00
0,2,30,-84,-133,1.65E+01,1.31E+00
0,2,30,-84,-132,1.70E+01,9.28E-01
0,2,30,-84,-131,1.80E+01,1.30E+00
0,2,30,-84,-130,1.80E+01,1.30E+00
0,2,30,-84,-129,1.74E+01,1.31E+00
0,2,30,-84,-114,1.55E+01,1.30E+00
0,2,30,-84,-113,1.53E+01,1.30E+00
0,2,30,-84,-112,1.64E+01,9.22E-01
0,2,30,-84,-111,1.74E+01,1.31E+00
0,2,30,-84,-110,1.79E+01,1.32E+00
0,2,30,-84,-109,1.82E+01,1.31E+00
0,2,30,-84,-108,1.80E+01,1.33E+00
0,2,30,-84,-106,1.91E+01,1.35E+00
0,2,30,-84,-105,1.79E+01,1.31E+00
0,2,30,-84,-104,1.77E+01,1.30E+00
0,2,30,-84,-102,1.63E+01,1.31E+00
0,2,30,-84,-101,1.62E+01,1.31E+00
0,2,30,-84,-100,1.60E+01,1.31E+00
0,2,30,-84,-99,1.74E+01,9.25E-01
0,2,30,-84,-93,1.72E+01,9.23E-01
0,2,30,-84,-92,1.66E+01,9.27E-01
0,2,30,-84,-91,1.86E+01,1.32E+00
0,2,30,-84,-90,1.85E+01,1.31E+00
0,2,30,-84,-80,1.53E+01,1.49E+00
0,2,30,-84,-79,1.53E+01,1.40E+00
0,2,30,-84,-78,1.53E+01,1.40E+00
0,2,30,-84,-77,1.67E+01,1.31E+00
0,2,30,-84,-76,1.66E+01,1.31E+00
0,2,30,-84,-73,1.23E+01,1.33E+00
0,2,30,-84,-72,1.23E+01,1.34E+00
0,2,30,-84,-71,1.23E+01,1.37E+00
0,2,30,-84,-70,1.23E+01,1.34E+00
0,2,30,-84,-67,1.57E+01,1.28E+00
0,2,30,-84,-66,1.64E+01,8.97E-01
0,2,30,-84,-65,1.67E+01,8.85E-01
0,2,30,-84,-64,1.69E+01,1.26E+00
0,2,30,-84,-63,1.67E+01,1.29E+00
0,2,30,-84,-56,1.21E+01,1.47E+00
0,2,30,-84,-55,1.39E+01,1.06E+00
0,2,30,-84,-54,1.63E+01,9.33E-01
0,2,30,-84,-53,1.63E+01,9.38E-01
0,2,30,-84,-48,1.89E+01,1.31E+00
0,2,30,-84,-47,1.88E+01,1.38E+00
0,2,30,-84,-38,1.72E+01,1.33E+00
0,2,30,-84,-37,1.72E+01,1.31E+00
0,2,30,-84,-36,1.71E+01,1.31E+00
0,2,30,-84,-35,1.71E+01,1.33E+00
0,2,30,-84,-34,1.72E+01,1.33E+00
0,2,30,-84,-31,1.91E+01,1.31E+00
0,2,30,-84,-30,1.89E+01,1.30E+00
0,2,30,-84,1,1.59E+01,1.32E+00
0,2,30,-84,2,1.59E+01,1.31E+00
0,2,30,-84,3,1.72E+01,9.39E-01
0,2,30,-84,4,1.58E+01,1.31E+00
0,2,30,-84,5,1.58E+01,1.31E+00
0,2,30,-84,6,1.59E+01,1.32E+00
0,2,30,-84,60,1.31E+01,1.50E+00
0,2,30,-84,61,1.27E+01,1.49E+00
0,2,30,-84,62,1.26E+01,1.49E+00
0,2,30,-84,70,1.58E+01,2.35E+00
0,2,30,-84,71,1.53E+01,1.89E+00
0,2,30,-84,72,1.56E+01,3.74E+00
0,2,30,-84,73,1.52E+01,2.79E+00
0,2,30,-84,112,1.70E+01,1.32E+00
0,2,30,-84,120,1.54E+01,1.39E+00
0,2,30,-84,121,1.50E+01,1.39E+00
0,2,30,-84,132,1.87E+01,4.34E+00
0,2,30,-84,133,2.13E+01,1.33E+00
0,2,30,-84,134,2.14E+01,1.32E+00
0,2,30,-84,136,2.07E+01,3.38E+00
0,2,30,-84,137,2.16E+01,2.81E+00
0,2,30,-84,144,1.76E+01,1.32E+00
0,2,30,-84,145,1.83E+01,1.32E+00
0,2,30,-84,149,2.10E+01,1.32E+00
0,2,30,-84,150,2.18E+01,1.32E+00
0,2,30,-84,154,1.89E+01,1.42E+00
0,2,30,-84,155,1.90E+01,1.42E+00
0,2,30,-84,156,1.73E+01,2.09E+00
0,2,30,-84,157,1.82E+01,3.80E+00
0,2,30,-84,158,1.77E+01,7.31E+00
0,2,30,-84,159,1.75E+01,9.13E-01
0,2,30,-84,160,1.48E+01,1.24E+00
0,2,30,-84,162,1.46E+01,1.31E+00
0,2,30,-84,163,1.28E+01,1.34E+00
0,2,30,-84,164,1.26E+01,1.58E+00
0,2,30,-84,165,1.87E+01,1.32E+00
0,2,30,-84,166,1.92E+01,1.31E+00
0,2,30,-84,169,1.42E+01,1.31E+00
0,2,30,-84,170,1.40E+01,1.31E+00
0,2,30,-84,172,1.62E+01,1.41E+00
0,2,30,-84,173,1.61E+01,1.41E+00
0,2,30,-84,174,1.62E+01,1.36E+00
0,2,30,-84,175,1.63E+01,1.41E+00
0,2,30,-84,176,1.53E+01,9.44E-01
0,2,30,-84,177,1.54E+01,9.68E-01
0,2,30,-84,178,1.67E+01,1.41E+00
0,2,30,-84,179,1.69E+01,1.41E+00
0,2,30,-83,-180,1.53E+01,1.93E+00
0,2,30,-83,-179,1.52E+01,1.94E+00
0,2,30,-83,-178,2.62E+01,7.90E+00
0,2,30,-83,-150,1.95E+01,1.34E+00
0,2,30,-83,-140,1.59E+01,1.34E+00
0,2,30,-83,-139,1.58E+01,1.34E+00
0,2,30,-83,-129,1.93E+01,1.32E+00
0,2,30,-83,-128,1.86E+01,1.31E+00
0,2,30,-83,-126,1.75E+01,1.36E+00
0,2,30,-83,-125,1.72E+01,1.32E+00
0,2,30,-83,-124,1.69E+01,1.31E+00
0,2,30,-83,-123,1.68E+01,1.36E+00
0,2,30,-83,-108,1.81E+01,1.48E+00
0,2,30,-83,-107,1.77E+01,1.37E+00
0,2,30,-83,-106,1.94E+01,1.70E+00
0,2,30,-83,-105,1.59E+01,1.31E+00
0,2,30,-83,-104,1.70E+01,9.23E-01
0,2,30,-83,-103,1.74E+01,1.31E+00
0,2,30,-83,-96,1.61E+01,1.30E+00
0,2,30,-83,-95,1.58E+01,1.31E+00
0,2,30,-83,-92,1.57E+01,1.30E+00
0,2,30,-83,-91,1.64E+01,1.31E+00
0,2,30,-83,-90,1.65E+01,1.33E+00
0,2,30,-83,-86,1.66E+01,1.30E+00
0,2,30,-83,-85,1.68E+01,1.31E+00
0,2,30,-83,-83,1.44E+01,1.30E+00
0,2,30,-83,-80,1.70E+01,1.30E+00
0,2,30,-83,-79,1.93E+01,1.02E+01
0,2,30,-83,-77,1.64E+01,1.33E+00
0,2,30,-83,-76,1.64E+01,9.23E-01
0,2,30,-83,-75,1.66E+01,7.61E-01
0,2,30,-83,-74,1.59E+01,1.32E+00
0,2,30,-83,-69,1.50E+01,1.31E+00
0,2,30,-83,-68,1.52E+01,1.31E+00
0,2,30,-83,-67,1.91E+01,1.34E+00
0,2,30,-83,-66,1.86E+01,1.32E+00
